"","Neighborhood","TotalPop","Date","Total.Positives","Total.Tests","PosRate","pctwithcovid"
"2643","N44 TENLEYTOWN",18099,"7/9/2020",139,1100,0.126363636363636,0.00767998231946516
"2644","N44 TENLEYTOWN",18099,"7/10/2020",139,1130,0.123008849557522,0.00767998231946516
"2645","N44 TENLEYTOWN",18099,"7/11/2020",139,1204,0.115448504983389,0.00767998231946516
"2646","N44 TENLEYTOWN",18099,"7/12/2020",140,1243,0.112630732099759,0.00773523399082822
"2647","N44 TENLEYTOWN",18099,"7/13/2020",141,1274,0.110675039246468,0.00779048566219128
"2648","N44 TENLEYTOWN",18099,"7/14/2020",143,1358,0.105301914580265,0.0079009890049174
"2649","N44 TENLEYTOWN",18099,"7/15/2020",144,1375,0.104727272727273,0.00795624067628046
"2650","N44 TENLEYTOWN",18099,"7/16/2020",144,1417,0.101623147494707,0.00795624067628046
"2651","N44 TENLEYTOWN",18099,"7/17/2020",146,1451,0.100620261888353,0.00806674401900657
"2652","N44 TENLEYTOWN",18099,"7/18/2020",148,1496,0.0989304812834225,0.00817724736173269
"2653","N44 TENLEYTOWN",18099,"7/19/2020",149,1508,0.0988063660477454,0.00823249903309575
"2654","N44 TENLEYTOWN",18099,"7/20/2020",149,1535,0.0970684039087948,0.00823249903309575
"2655","N44 TENLEYTOWN",18099,"7/21/2020",151,1546,0.0976714100905563,0.00834300237582187
"2656","N44 TENLEYTOWN",18099,"7/22/2020",148,1549,0.0955455132343447,0.00817724736173269
"2657","N44 TENLEYTOWN",18099,"7/23/2020",148,1558,0.0949935815147625,0.00817724736173269
"2658","N44 TENLEYTOWN",18099,"7/24/2020",149,1568,0.0950255102040816,0.00823249903309575
"2659","N44 TENLEYTOWN",18099,"7/25/2020",150,1621,0.0925354719309068,0.00828775070445881
"2660","N44 TENLEYTOWN",18099,"7/26/2020",152,1628,0.0933660933660934,0.00839825404718493
"2661","N44 TENLEYTOWN",18099,"7/27/2020",153,1635,0.0935779816513762,0.00845350571854799
"2662","N44 TENLEYTOWN",18099,"7/28/2020",153,1640,0.0932926829268293,0.00845350571854799
"2663","N44 TENLEYTOWN",18099,"7/29/2020",154,1645,0.0936170212765957,0.00850875738991104
"2664","N44 TENLEYTOWN",18099,"7/30/2020",154,1666,0.092436974789916,0.00850875738991104
"2665","N45 TRINIDAD",17497,"5/19/2020",239,2187,0.109282121627801,0.0136594844830542
"2666","N45 TRINIDAD",17497,"5/20/2020",243,2187,0.111111111111111,0.0138880951020175
"2667","N45 TRINIDAD",17497,"5/21/2020",244,2242,0.108831400535236,0.0139452477567583
"2668","N45 TRINIDAD",17497,"5/25/2020",256,90,2.84444444444444,0.0146310796136481
"2669","N45 TRINIDAD",17497,"5/26/2020",258,109,2.36697247706422,0.0147453849231297
"2670","N45 TRINIDAD",17497,"5/27/2020",258,109,2.36697247706422,0.0147453849231297
"2671","N45 TRINIDAD",17497,"5/28/2020",265,134,1.97761194029851,0.0151454535063154
"2672","N45 TRINIDAD",17497,"5/29/2020",272,168,1.61904761904762,0.0155455220895011
"2673","N45 TRINIDAD",17497,"5/30/2020",276,179,1.54189944134078,0.0157741327084643
"2674","N45 TRINIDAD",17497,"5/31/2020",278,188,1.47872340425532,0.0158884380179459
"2675","N45 TRINIDAD",17497,"6/1/2020",279,194,1.43814432989691,0.0159455906726867
"2676","N45 TRINIDAD",17497,"6/2/2020",280,235,1.19148936170213,0.0160027433274276
"2677","N45 TRINIDAD",17497,"6/3/2020",283,736,0.384510869565217,0.01617420129165
"2678","N45 TRINIDAD",17497,"6/4/2020",285,275,1.03636363636364,0.0162885066011316
"2679","N45 TRINIDAD",17497,"6/5/2020",286,305,0.937704918032787,0.0163456592558724
"2680","N45 TRINIDAD",17497,"6/6/2020",287,316,0.908227848101266,0.0164028119106132
"2681","N45 TRINIDAD",17497,"6/7/2020",289,335,0.862686567164179,0.0165171172200949
"2682","N45 TRINIDAD",17497,"6/8/2020",289,354,0.81638418079096,0.0165171172200949
"2683","N45 TRINIDAD",17497,"6/9/2020",289,354,0.81638418079096,0.0165171172200949
"2684","N45 TRINIDAD",17497,"6/10/2020",289,354,0.81638418079096,0.0165171172200949
"2685","N45 TRINIDAD",17497,"6/11/2020",293,418,0.700956937799043,0.0167457278390581
"2686","N45 TRINIDAD",17497,"6/12/2020",294,419,0.701670644391408,0.0168028804937989
"2687","N45 TRINIDAD",17497,"6/13/2020",295,459,0.642701525054466,0.0168600331485397
"2688","N45 TRINIDAD",17497,"6/14/2020",296,477,0.620545073375262,0.0169171858032806
"2689","N45 TRINIDAD",17497,"6/15/2020",300,501,0.598802395209581,0.0171457964222438
"2690","N45 TRINIDAD",17497,"6/16/2020",301,543,0.554327808471455,0.0172029490769846
"2691","N45 TRINIDAD",17497,"6/17/2020",304,565,0.538053097345133,0.0173744070412071
"2692","N45 TRINIDAD",17497,"6/18/2020",305,584,0.522260273972603,0.0174315596959479
"2693","N45 TRINIDAD",17497,"6/19/2020",305,652,0.467791411042945,0.0174315596959479
"2694","N45 TRINIDAD",17497,"6/20/2020",306,670,0.456716417910448,0.0174887123506887
"2695","N45 TRINIDAD",17497,"6/21/2020",306,687,0.445414847161572,0.0174887123506887
"2696","N45 TRINIDAD",17497,"6/22/2020",306,794,0.385390428211587,0.0174887123506887
"2697","N45 TRINIDAD",17497,"6/23/2020",306,813,0.376383763837638,0.0174887123506887
"2698","N45 TRINIDAD",17497,"6/24/2020",306,830,0.368674698795181,0.0174887123506887
"2699","N45 TRINIDAD",17497,"6/25/2020",307,853,0.359906213364596,0.0175458650054295
"2700","N45 TRINIDAD",17497,"6/26/2020",307,863,0.355735805330243,0.0175458650054295
"2701","N45 TRINIDAD",17497,"6/27/2020",307,903,0.339977851605759,0.0175458650054295
"2702","N45 TRINIDAD",17497,"6/28/2020",307,923,0.33261105092091,0.0175458650054295
"2703","N45 TRINIDAD",17497,"6/29/2020",308,948,0.324894514767932,0.0176030176601703
"2704","N45 TRINIDAD",17497,"6/30/2020",309,967,0.319544984488108,0.0176601703149111
"2705","N45 TRINIDAD",17497,"7/1/2020",309,984,0.314024390243902,0.0176601703149111
"2706","N45 TRINIDAD",17497,"7/2/2020",311,1012,0.307312252964427,0.0177744756243928
"2707","N45 TRINIDAD",17497,"7/3/2020",311,1034,0.300773694390716,0.0177744756243928
"2708","N45 TRINIDAD",17497,"7/4/2020",312,1048,0.297709923664122,0.0178316282791336
"2709","N45 TRINIDAD",17497,"7/5/2020",312,1056,0.295454545454545,0.0178316282791336
"2710","N45 TRINIDAD",17497,"7/6/2020",316,1074,0.294227188081937,0.0180602388980968
"2711","N45 TRINIDAD",17497,"7/7/2020",319,1113,0.286612758310872,0.0182316968623193
"2712","N45 TRINIDAD",17497,"7/8/2020",319,1128,0.282801418439716,0.0182316968623193
"2713","N45 TRINIDAD",17497,"7/9/2020",320,1170,0.273504273504274,0.0182888495170601
"2714","N45 TRINIDAD",17497,"7/10/2020",322,1193,0.269907795473596,0.0184031548265417
"2715","N45 TRINIDAD",17497,"7/11/2020",324,1207,0.268434134217067,0.0185174601360233
"2716","N45 TRINIDAD",17497,"7/12/2020",330,1228,0.268729641693811,0.0188603760644682
"2717","N45 TRINIDAD",17497,"7/13/2020",334,1254,0.266347687400319,0.0190889866834314
"2718","N45 TRINIDAD",17497,"7/14/2020",334,1271,0.262785208497246,0.0190889866834314
"2719","N45 TRINIDAD",17497,"7/15/2020",338,1340,0.252238805970149,0.0193175973023947
"2720","N45 TRINIDAD",17497,"7/16/2020",339,1366,0.248169838945827,0.0193747499571355
"2721","N45 TRINIDAD",17497,"7/17/2020",343,1393,0.246231155778894,0.0196033605760988
"2722","N45 TRINIDAD",17497,"7/18/2020",343,1424,0.240870786516854,0.0196033605760988
"2723","N45 TRINIDAD",17497,"7/19/2020",346,1436,0.240947075208914,0.0197748185403212
"2724","N45 TRINIDAD",17497,"7/20/2020",348,1452,0.239669421487603,0.0198891238498028
"2725","N45 TRINIDAD",17497,"7/21/2020",354,1477,0.239675016926202,0.0202320397782477
"2726","N45 TRINIDAD",17497,"7/22/2020",359,1492,0.240616621983914,0.0205178030519518
"2727","N45 TRINIDAD",17497,"7/23/2020",362,1503,0.240851630073187,0.0206892610161742
"2728","N45 TRINIDAD",17497,"7/24/2020",362,1515,0.238943894389439,0.0206892610161742
"2729","N45 TRINIDAD",17497,"7/25/2020",362,1524,0.23753280839895,0.0206892610161742
"2730","N45 TRINIDAD",17497,"7/26/2020",364,1536,0.236979166666667,0.0208035663256558
"2731","N45 TRINIDAD",17497,"7/27/2020",366,1615,0.226625386996904,0.0209178716351375
"2732","N45 TRINIDAD",17497,"7/28/2020",368,1624,0.226600985221675,0.0210321769446191
"2733","N45 TRINIDAD",17497,"7/29/2020",369,1631,0.226241569589209,0.0210893295993599
"2734","N45 TRINIDAD",17497,"7/30/2020",373,1639,0.227577791336181,0.0213179402183231
"2735","N46 TWINING",17104,"5/19/2020",148,2136,0.0692883895131086,0.00865294667913938
"2736","N46 TWINING",17104,"5/20/2020",156,2136,0.0730337078651685,0.00912067352666043
"2737","N46 TWINING",17104,"5/21/2020",161,2199,0.0732150977717144,0.00941300280636109
"2738","N46 TWINING",17104,"5/25/2020",167,41,4.07317073170732,0.00976379794200187
"2739","N46 TWINING",17104,"5/26/2020",171,53,3.22641509433962,0.00999766136576239
"2740","N46 TWINING",17104,"5/27/2020",171,53,3.22641509433962,0.00999766136576239
"2741","N46 TWINING",17104,"5/28/2020",174,73,2.38356164383562,0.0101730589335828
"2742","N46 TWINING",17104,"5/29/2020",174,110,1.58181818181818,0.0101730589335828
"2743","N46 TWINING",17104,"5/30/2020",175,118,1.48305084745763,0.0102315247895229
"2744","N46 TWINING",17104,"5/31/2020",178,128,1.390625,0.0104069223573433
"2745","N46 TWINING",17104,"6/1/2020",179,140,1.27857142857143,0.0104653882132834
"2746","N46 TWINING",17104,"6/2/2020",183,184,0.994565217391304,0.010699251637044
"2747","N46 TWINING",17104,"6/3/2020",185,731,0.253077975376197,0.0108161833489242
"2748","N46 TWINING",17104,"6/4/2020",189,243,0.777777777777778,0.0110500467726848
"2749","N46 TWINING",17104,"6/5/2020",190,273,0.695970695970696,0.0111085126286249
"2750","N46 TWINING",17104,"6/6/2020",190,270,0.703703703703704,0.0111085126286249
"2751","N46 TWINING",17104,"6/7/2020",190,290,0.655172413793103,0.0111085126286249
"2752","N46 TWINING",17104,"6/8/2020",190,316,0.60126582278481,0.0111085126286249
"2753","N46 TWINING",17104,"6/9/2020",190,316,0.60126582278481,0.0111085126286249
"2754","N46 TWINING",17104,"6/10/2020",190,316,0.60126582278481,0.0111085126286249
"2755","N46 TWINING",17104,"6/11/2020",192,385,0.498701298701299,0.0112254443405051
"2756","N46 TWINING",17104,"6/12/2020",195,382,0.510471204188482,0.0114008419083255
"2757","N46 TWINING",17104,"6/13/2020",196,424,0.462264150943396,0.0114593077642657
"2758","N46 TWINING",17104,"6/14/2020",198,442,0.447963800904977,0.0115762394761459
"2759","N46 TWINING",17104,"6/15/2020",198,458,0.432314410480349,0.0115762394761459
"2760","N46 TWINING",17104,"6/16/2020",201,482,0.41701244813278,0.0117516370439663
"2761","N46 TWINING",17104,"6/17/2020",202,499,0.404809619238477,0.0118101028999065
"2762","N46 TWINING",17104,"6/18/2020",204,507,0.402366863905325,0.0119270346117867
"2763","N46 TWINING",17104,"6/19/2020",205,536,0.382462686567164,0.0119855004677268
"2764","N46 TWINING",17104,"6/20/2020",205,545,0.376146788990826,0.0119855004677268
"2765","N46 TWINING",17104,"6/21/2020",207,572,0.361888111888112,0.0121024321796071
"2766","N46 TWINING",17104,"6/22/2020",208,585,0.355555555555556,0.0121608980355472
"2767","N46 TWINING",17104,"6/23/2020",209,598,0.349498327759197,0.0122193638914874
"2768","N46 TWINING",17104,"6/24/2020",212,645,0.328682170542636,0.0123947614593078
"2769","N46 TWINING",17104,"6/25/2020",212,664,0.319277108433735,0.0123947614593078
"2770","N46 TWINING",17104,"6/26/2020",213,675,0.315555555555556,0.0124532273152479
"2771","N46 TWINING",17104,"6/27/2020",215,791,0.27180783817952,0.0125701590271282
"2772","N46 TWINING",17104,"6/28/2020",216,814,0.265356265356265,0.0126286248830683
"2773","N46 TWINING",17104,"6/29/2020",218,834,0.261390887290168,0.0127455565949486
"2774","N46 TWINING",17104,"6/30/2020",218,855,0.254970760233918,0.0127455565949486
"2775","N46 TWINING",17104,"7/1/2020",218,861,0.253193960511034,0.0127455565949486
"2776","N46 TWINING",17104,"7/2/2020",220,882,0.249433106575964,0.0128624883068288
"2777","N46 TWINING",17104,"7/3/2020",220,900,0.244444444444444,0.0128624883068288
"2778","N46 TWINING",17104,"7/4/2020",220,914,0.240700218818381,0.0128624883068288
"2779","N46 TWINING",17104,"7/5/2020",221,943,0.234358430540827,0.0129209541627689
"2780","N46 TWINING",17104,"7/6/2020",222,954,0.232704402515723,0.0129794200187091
"2781","N46 TWINING",17104,"7/7/2020",224,979,0.228804902962206,0.0130963517305893
"2782","N46 TWINING",17104,"7/8/2020",226,994,0.227364185110664,0.0132132834424696
"2783","N46 TWINING",17104,"7/9/2020",227,1026,0.221247563352826,0.0132717492984097
"2784","N46 TWINING",17104,"7/10/2020",231,1048,0.220419847328244,0.0135056127221703
"2785","N46 TWINING",17104,"7/11/2020",231,1061,0.217719132893497,0.0135056127221703
"2786","N46 TWINING",17104,"7/12/2020",234,1080,0.216666666666667,0.0136810102899906
"2787","N46 TWINING",17104,"7/13/2020",236,1108,0.212996389891697,0.0137979420018709
"2788","N46 TWINING",17104,"7/14/2020",238,1165,0.204291845493562,0.0139148737137512
"2789","N46 TWINING",17104,"7/15/2020",239,1188,0.201178451178451,0.0139733395696913
"2790","N46 TWINING",17104,"7/16/2020",240,1199,0.200166805671393,0.0140318054256314
"2791","N46 TWINING",17104,"7/17/2020",244,1221,0.1998361998362,0.014265668849392
"2792","N46 TWINING",17104,"7/18/2020",246,1242,0.198067632850242,0.0143826005612722
"2793","N46 TWINING",17104,"7/19/2020",246,1253,0.196328810853951,0.0143826005612722
"2794","N46 TWINING",17104,"7/20/2020",250,1270,0.196850393700787,0.0146164639850327
"2795","N46 TWINING",17104,"7/21/2020",252,1336,0.188622754491018,0.014733395696913
"2796","N46 TWINING",17104,"7/22/2020",252,1349,0.186805040770941,0.014733395696913
"2797","N46 TWINING",17104,"7/23/2020",255,1362,0.187224669603524,0.0149087932647334
"2798","N46 TWINING",17104,"7/24/2020",259,1387,0.186733958183129,0.0151426566884939
"2799","N46 TWINING",17104,"7/25/2020",261,1401,0.186295503211991,0.0152595884003742
"2800","N46 TWINING",17104,"7/26/2020",263,1415,0.185865724381625,0.0153765201122544
"2801","N46 TWINING",17104,"7/27/2020",266,1434,0.185495118549512,0.0155519176800748
"2802","N46 TWINING",17104,"7/28/2020",269,1440,0.186805555555556,0.0157273152478952
"2803","N46 TWINING",17104,"7/29/2020",276,1456,0.18956043956044,0.0161365762394761
"2804","N46 TWINING",17104,"7/30/2020",279,1475,0.189152542372881,0.0163119738072965
"2805","N47 U ST/PLEASANT",19902,"5/19/2020",136,2007,0.0677628300946687,0.00683348407195257
"2806","N47 U ST/PLEASANT",19902,"5/20/2020",140,2007,0.0697558545092177,0.00703446889759823
"2807","N47 U ST/PLEASANT",19902,"5/21/2020",143,2043,0.069995105237396,0.00718520751683248
"2808","N47 U ST/PLEASANT",19902,"5/25/2020",150,2126,0.070555032925682,0.00753693096171239
"2809","N47 U ST/PLEASANT",19902,"5/26/2020",153,2132,0.0717636022514071,0.00768766958094664
"2810","N47 U ST/PLEASANT",19902,"5/27/2020",153,2132,0.0717636022514071,0.00768766958094664
"2811","N47 U ST/PLEASANT",19902,"5/28/2020",155,2145,0.0722610722610723,0.00778816199376947
"2812","N47 U ST/PLEASANT",19902,"5/29/2020",162,2179,0.0743460302891235,0.00813988543864938
"2813","N47 U ST/PLEASANT",19902,"5/30/2020",163,2182,0.0747021081576535,0.0081901316450608
"2814","N47 U ST/PLEASANT",19902,"5/31/2020",165,2188,0.0754113345521024,0.00829062405788363
"2815","N47 U ST/PLEASANT",19902,"6/1/2020",166,2195,0.075626423690205,0.00834087026429505
"2816","N47 U ST/PLEASANT",19902,"6/2/2020",166,2224,0.0746402877697842,0.00834087026429505
"2817","N47 U ST/PLEASANT",19902,"6/3/2020",167,2251,0.0741892492225677,0.00839111647070646
"2818","N47 U ST/PLEASANT",19902,"6/4/2020",168,11,15.2727272727273,0.00844136267711788
"2819","N47 U ST/PLEASANT",19902,"6/5/2020",173,51,3.3921568627451,0.00869259370917496
"2820","N47 U ST/PLEASANT",19902,"6/6/2020",173,55,3.14545454545455,0.00869259370917496
"2821","N47 U ST/PLEASANT",19902,"6/7/2020",173,70,2.47142857142857,0.00869259370917496
"2822","N47 U ST/PLEASANT",19902,"6/8/2020",173,96,1.80208333333333,0.00869259370917496
"2823","N47 U ST/PLEASANT",19902,"6/9/2020",176,96,1.83333333333333,0.0088433323284092
"2824","N47 U ST/PLEASANT",19902,"6/10/2020",176,96,1.83333333333333,0.0088433323284092
"2825","N47 U ST/PLEASANT",19902,"6/11/2020",178,216,0.824074074074074,0.00894382474123204
"2826","N47 U ST/PLEASANT",19902,"6/12/2020",179,214,0.836448598130841,0.00899407094764345
"2827","N47 U ST/PLEASANT",19902,"6/13/2020",180,247,0.728744939271255,0.00904431715405487
"2828","N47 U ST/PLEASANT",19902,"6/14/2020",180,262,0.687022900763359,0.00904431715405487
"2829","N47 U ST/PLEASANT",19902,"6/15/2020",180,280,0.642857142857143,0.00904431715405487
"2830","N47 U ST/PLEASANT",19902,"6/16/2020",181,317,0.570977917981073,0.00909456336046629
"2831","N47 U ST/PLEASANT",19902,"6/17/2020",185,359,0.515320334261838,0.00929554818611195
"2832","N47 U ST/PLEASANT",19902,"6/18/2020",186,393,0.473282442748092,0.00934579439252336
"2833","N47 U ST/PLEASANT",19902,"6/19/2020",187,480,0.389583333333333,0.00939604059893478
"2834","N47 U ST/PLEASANT",19902,"6/20/2020",187,529,0.353497164461248,0.00939604059893478
"2835","N47 U ST/PLEASANT",19902,"6/21/2020",187,575,0.325217391304348,0.00939604059893478
"2836","N47 U ST/PLEASANT",19902,"6/22/2020",188,605,0.310743801652893,0.0094462868053462
"2837","N47 U ST/PLEASANT",19902,"6/23/2020",189,623,0.303370786516854,0.00949653301175761
"2838","N47 U ST/PLEASANT",19902,"6/24/2020",190,788,0.241116751269036,0.00954677921816903
"2839","N47 U ST/PLEASANT",19902,"6/25/2020",190,812,0.233990147783251,0.00954677921816903
"2840","N47 U ST/PLEASANT",19902,"6/26/2020",190,830,0.228915662650602,0.00954677921816903
"2841","N47 U ST/PLEASANT",19902,"6/27/2020",191,924,0.206709956709957,0.00959702542458044
"2842","N47 U ST/PLEASANT",19902,"6/28/2020",192,982,0.195519348268839,0.00964727163099186
"2843","N47 U ST/PLEASANT",19902,"6/29/2020",192,1019,0.188420019627085,0.00964727163099186
"2844","N47 U ST/PLEASANT",19902,"6/30/2020",192,1059,0.181303116147309,0.00964727163099186
"2845","N47 U ST/PLEASANT",19902,"7/1/2020",193,1068,0.180711610486891,0.00969751783740328
"2846","N47 U ST/PLEASANT",19902,"7/2/2020",195,1086,0.179558011049724,0.00979801025022611
"2847","N47 U ST/PLEASANT",19902,"7/3/2020",195,1104,0.176630434782609,0.00979801025022611
"2848","N47 U ST/PLEASANT",19902,"7/4/2020",196,1120,0.175,0.00984825645663752
"2849","N47 U ST/PLEASANT",19902,"7/5/2020",197,1155,0.170562770562771,0.00989850266304894
"2850","N47 U ST/PLEASANT",19902,"7/6/2020",200,1202,0.166389351081531,0.0100492412822832
"2851","N47 U ST/PLEASANT",19902,"7/7/2020",200,1220,0.163934426229508,0.0100492412822832
"2852","N47 U ST/PLEASANT",19902,"7/8/2020",201,1235,0.162753036437247,0.0100994874886946
"2853","N47 U ST/PLEASANT",19902,"7/9/2020",201,1261,0.159397303727201,0.0100994874886946
"2854","N47 U ST/PLEASANT",19902,"7/10/2020",201,1330,0.151127819548872,0.0100994874886946
"2855","N47 U ST/PLEASANT",19902,"7/11/2020",204,1347,0.151447661469933,0.0102502261079289
"2856","N47 U ST/PLEASANT",19902,"7/12/2020",207,1363,0.151870873074101,0.0104009647271631
"2857","N47 U ST/PLEASANT",19902,"7/13/2020",210,1406,0.149359886201991,0.0105517033463973
"2858","N47 U ST/PLEASANT",19902,"7/14/2020",213,1457,0.146190803019904,0.0107024419656316
"2859","N47 U ST/PLEASANT",19902,"7/15/2020",214,1475,0.145084745762712,0.010752688172043
"2860","N47 U ST/PLEASANT",19902,"7/16/2020",216,1514,0.142668428005284,0.0108531805848658
"2861","N47 U ST/PLEASANT",19902,"7/17/2020",218,1539,0.141650422352177,0.0109536729976887
"2862","N47 U ST/PLEASANT",19902,"7/18/2020",219,1551,0.141199226305609,0.0110039192041001
"2863","N47 U ST/PLEASANT",19902,"7/19/2020",220,1563,0.140754958413308,0.0110541654105115
"2864","N47 U ST/PLEASANT",19902,"7/20/2020",222,1618,0.137206427688504,0.0111546578233343
"2865","N47 U ST/PLEASANT",19902,"7/21/2020",224,1633,0.137170851194121,0.0112551502361572
"2866","N47 U ST/PLEASANT",19902,"7/22/2020",225,1637,0.137446548564447,0.0113053964425686
"2867","N47 U ST/PLEASANT",19902,"7/23/2020",227,1644,0.138077858880779,0.0114058888553914
"2868","N47 U ST/PLEASANT",19902,"7/24/2020",228,1654,0.137847642079807,0.0114561350618028
"2869","N47 U ST/PLEASANT",19902,"7/25/2020",231,1658,0.139324487334138,0.0116068736810371
"2870","N47 U ST/PLEASANT",19902,"7/26/2020",233,1665,0.13993993993994,0.0117073660938599
"2871","N47 U ST/PLEASANT",19902,"7/27/2020",234,1677,0.13953488372093,0.0117576123002713
"2872","N47 U ST/PLEASANT",19902,"7/28/2020",236,1684,0.140142517814727,0.0118581047130942
"2873","N47 U ST/PLEASANT",19902,"7/29/2020",236,1688,0.139810426540284,0.0118581047130942
"2874","N47 U ST/PLEASANT",19902,"7/30/2020",236,1701,0.138741916519694,0.0118581047130942
"2875","N48 UNION STATION",16602,"5/19/2020",107,2017,0.053049082796232,0.00644500662570775
"2876","N48 UNION STATION",16602,"5/20/2020",112,2017,0.0555280118988597,0.00674617515961932
"2877","N48 UNION STATION",16602,"5/21/2020",112,2054,0.0545277507302824,0.00674617515961932
"2878","N48 UNION STATION",16602,"5/25/2020",115,2121,0.0542197076850542,0.00692687627996627
"2879","N48 UNION STATION",16602,"5/26/2020",117,2133,0.0548523206751055,0.0070473436935309
"2880","N48 UNION STATION",16602,"5/27/2020",117,2133,0.0548523206751055,0.0070473436935309
"2881","N48 UNION STATION",16602,"5/28/2020",120,2159,0.0555812876331635,0.00722804481387785
"2882","N48 UNION STATION",16602,"5/29/2020",122,2191,0.0556823368324966,0.00734851222744248
"2883","N48 UNION STATION",16602,"5/30/2020",125,2201,0.056792367105861,0.00752921334778942
"2884","N48 UNION STATION",16602,"5/31/2020",124,2209,0.0561339972838388,0.00746897964100711
"2885","N48 UNION STATION",16602,"6/1/2020",124,2218,0.0559062218214608,0.00746897964100711
"2886","N48 UNION STATION",16602,"6/2/2020",125,2247,0.0556297285269248,0.00752921334778942
"2887","N48 UNION STATION",16602,"6/3/2020",128,702,0.182336182336182,0.00770991446813637
"2888","N48 UNION STATION",16602,"6/4/2020",129,20,6.45,0.00777014817491868
"2889","N48 UNION STATION",16602,"6/5/2020",129,70,1.84285714285714,0.00777014817491868
"2890","N48 UNION STATION",16602,"6/6/2020",131,85,1.54117647058824,0.00789061558848332
"2891","N48 UNION STATION",16602,"6/7/2020",132,100,1.32,0.00795084929526563
"2892","N48 UNION STATION",16602,"6/8/2020",132,118,1.11864406779661,0.00795084929526563
"2893","N48 UNION STATION",16602,"6/9/2020",136,118,1.15254237288136,0.00819178412239489
"2894","N48 UNION STATION",16602,"6/10/2020",136,118,1.15254237288136,0.00819178412239489
"2895","N48 UNION STATION",16602,"6/11/2020",139,209,0.665071770334928,0.00837248524274184
"2896","N48 UNION STATION",16602,"6/12/2020",139,215,0.646511627906977,0.00837248524274184
"2897","N48 UNION STATION",16602,"6/13/2020",139,252,0.551587301587302,0.00837248524274184
"2898","N48 UNION STATION",16602,"6/14/2020",139,268,0.51865671641791,0.00837248524274184
"2899","N48 UNION STATION",16602,"6/15/2020",140,307,0.456026058631922,0.00843271894952415
"2900","N48 UNION STATION",16602,"6/16/2020",140,387,0.361757105943152,0.00843271894952415
"2901","N48 UNION STATION",16602,"6/17/2020",142,432,0.328703703703704,0.00855318636308878
"2902","N48 UNION STATION",16602,"6/18/2020",143,466,0.3068669527897,0.0086134200698711
"2903","N48 UNION STATION",16602,"6/19/2020",144,588,0.244897959183673,0.00867365377665342
"2904","N48 UNION STATION",16602,"6/20/2020",146,624,0.233974358974359,0.00879412119021805
"2905","N48 UNION STATION",16602,"6/21/2020",147,658,0.223404255319149,0.00885435489700036
"2906","N48 UNION STATION",16602,"6/22/2020",147,785,0.187261146496815,0.00885435489700036
"2907","N48 UNION STATION",16602,"6/23/2020",148,810,0.182716049382716,0.00891458860378268
"2908","N48 UNION STATION",16602,"6/24/2020",149,868,0.171658986175115,0.00897482231056499
"2909","N48 UNION STATION",16602,"6/25/2020",149,904,0.164823008849558,0.00897482231056499
"2910","N48 UNION STATION",16602,"6/26/2020",152,939,0.161874334398296,0.00915552343091194
"2911","N48 UNION STATION",16602,"6/27/2020",153,1010,0.151485148514851,0.00921575713769425
"2912","N48 UNION STATION",16602,"6/28/2020",155,1043,0.148609779482263,0.00933622455125888
"2913","N48 UNION STATION",16602,"6/29/2020",156,1063,0.146754468485419,0.0093964582580412
"2914","N48 UNION STATION",16602,"6/30/2020",157,1107,0.141824751580849,0.00945669196482352
"2915","N48 UNION STATION",16602,"7/1/2020",159,1119,0.142091152815013,0.00957715937838815
"2916","N48 UNION STATION",16602,"7/2/2020",159,1156,0.137543252595156,0.00957715937838815
"2917","N48 UNION STATION",16602,"7/3/2020",158,1177,0.134239592183517,0.00951692567160583
"2918","N48 UNION STATION",16602,"7/4/2020",160,1199,0.133444537114262,0.00963739308517046
"2919","N48 UNION STATION",16602,"7/5/2020",160,1223,0.130825838103025,0.00963739308517046
"2920","N48 UNION STATION",16602,"7/6/2020",160,1247,0.128307939053729,0.00963739308517046
"2921","N48 UNION STATION",16602,"7/7/2020",166,1272,0.130503144654088,0.00999879532586435
"2922","N48 UNION STATION",16602,"7/8/2020",166,1331,0.124718256949662,0.00999879532586435
"2923","N48 UNION STATION",16602,"7/9/2020",169,1397,0.120973514674302,0.0101794964462113
"2924","N48 UNION STATION",16602,"7/10/2020",170,1421,0.11963406052076,0.0102397301529936
"2925","N48 UNION STATION",16602,"7/11/2020",171,1439,0.118832522585129,0.0102999638597759
"2926","N48 UNION STATION",16602,"7/12/2020",173,1495,0.115719063545151,0.0104204312733406
"2927","N48 UNION STATION",16602,"7/13/2020",176,1519,0.115865701119157,0.0106011323936875
"2928","N48 UNION STATION",16602,"7/14/2020",176,1543,0.114063512637719,0.0106011323936875
"2929","N48 UNION STATION",16602,"7/15/2020",176,1552,0.11340206185567,0.0106011323936875
"2930","N48 UNION STATION",16602,"7/16/2020",178,1570,0.113375796178344,0.0107215998072521
"2931","N48 UNION STATION",16602,"7/17/2020",180,1622,0.110974106041924,0.0108420672208168
"2932","N48 UNION STATION",16602,"7/18/2020",184,1634,0.112607099143207,0.011083002047946
"2933","N48 UNION STATION",16602,"7/19/2020",187,1648,0.113470873786408,0.011263703168293
"2934","N48 UNION STATION",16602,"7/20/2020",188,1660,0.113253012048193,0.0113239368750753
"2935","N48 UNION STATION",16602,"7/21/2020",189,1674,0.112903225806452,0.0113841705818576
