"","Neighborhood","TotalPop","Date","Total.Positives","Total.Tests","PosRate","pctwithcovid"
"1","N1 16th ST HEIGHTS",20131,"5/19/2020",408,134,3.04477611940298,0.0202672495156723
"2","N1 16th ST HEIGHTS",20131,"5/20/2020",433,134,3.23134328358209,0.0215091152948189
"3","N1 16th ST HEIGHTS",20131,"5/21/2020",439,219,2.00456621004566,0.0218071630818141
"4","N1 16th ST HEIGHTS",20131,"5/25/2020",478,351,1.36182336182336,0.0237444736972828
"5","N1 16th ST HEIGHTS",20131,"5/26/2020",485,364,1.33241758241758,0.0240921961154438
"6","N1 16th ST HEIGHTS",20131,"5/27/2020",485,364,1.33241758241758,0.0240921961154438
"7","N1 16th ST HEIGHTS",20131,"5/28/2020",492,393,1.25190839694656,0.0244399185336049
"8","N1 16th ST HEIGHTS",20131,"5/29/2020",501,447,1.12080536912752,0.0248869902140977
"9","N1 16th ST HEIGHTS",20131,"5/30/2020",505,465,1.08602150537634,0.0250856887387611
"10","N1 16th ST HEIGHTS",20131,"5/31/2020",507,481,1.05405405405405,0.0251850380010928
"11","N1 16th ST HEIGHTS",20131,"6/1/2020",507,491,1.03258655804481,0.0251850380010928
"12","N1 16th ST HEIGHTS",20131,"6/2/2020",525,551,0.952813067150635,0.0260791813620784
"13","N1 16th ST HEIGHTS",20131,"6/3/2020",531,773,0.686934023285899,0.0263772291490736
"14","N1 16th ST HEIGHTS",20131,"6/4/2020",534,600,0.89,0.0265262530425712
"15","N1 16th ST HEIGHTS",20131,"6/5/2020",541,646,0.837461300309598,0.0268739754607322
"16","N1 16th ST HEIGHTS",20131,"6/6/2020",546,657,0.831050228310502,0.0271223486165615
"17","N1 16th ST HEIGHTS",20131,"6/7/2020",548,683,0.802342606149341,0.0272216978788932
"18","N1 16th ST HEIGHTS",20131,"6/8/2020",548,792,0.691919191919192,0.0272216978788932
"19","N1 16th ST HEIGHTS",20131,"6/9/2020",556,792,0.702020202020202,0.0276190949282202
"20","N1 16th ST HEIGHTS",20131,"6/10/2020",556,792,0.702020202020202,0.0276190949282202
"21","N1 16th ST HEIGHTS",20131,"6/11/2020",567,891,0.636363636363636,0.0281655158710447
"22","N1 16th ST HEIGHTS",20131,"6/12/2020",574,906,0.63355408388521,0.0285132382892057
"23","N1 16th ST HEIGHTS",20131,"6/13/2020",580,956,0.606694560669456,0.0288112860762009
"24","N1 16th ST HEIGHTS",20131,"6/14/2020",580,969,0.598555211558307,0.0288112860762009
"25","N1 16th ST HEIGHTS",20131,"6/15/2020",587,1002,0.585828343313373,0.0291590084943619
"26","N1 16th ST HEIGHTS",20131,"6/16/2020",589,1033,0.570183930300097,0.0292583577566937
"27","N1 16th ST HEIGHTS",20131,"6/17/2020",591,1054,0.560721062618596,0.0293577070190254
"28","N1 16th ST HEIGHTS",20131,"6/18/2020",593,1075,0.551627906976744,0.0294570562813571
"29","N1 16th ST HEIGHTS",20131,"6/19/2020",598,1114,0.536804308797127,0.0297054294371864
"30","N1 16th ST HEIGHTS",20131,"6/20/2020",601,1133,0.53045013239188,0.029854453330684
"31","N1 16th ST HEIGHTS",20131,"6/21/2020",601,1168,0.514554794520548,0.029854453330684
"32","N1 16th ST HEIGHTS",20131,"6/22/2020",604,1190,0.507563025210084,0.0300034772241816
"33","N1 16th ST HEIGHTS",20131,"6/23/2020",607,1198,0.506677796327212,0.0301525011176792
"34","N1 16th ST HEIGHTS",20131,"6/24/2020",610,1211,0.503715937241949,0.0303015250111768
"35","N1 16th ST HEIGHTS",20131,"6/25/2020",612,1224,0.5,0.0304008742735085
"36","N1 16th ST HEIGHTS",20131,"6/26/2020",614,1232,0.498376623376623,0.0305002235358402
"37","N1 16th ST HEIGHTS",20131,"6/27/2020",617,1267,0.486977111286504,0.0306492474293378
"38","N1 16th ST HEIGHTS",20131,"6/28/2020",620,1339,0.46303211351755,0.0307982713228354
"39","N1 16th ST HEIGHTS",20131,"6/29/2020",621,1356,0.457964601769911,0.0308479459540013
"40","N1 16th ST HEIGHTS",20131,"6/30/2020",622,1372,0.4533527696793,0.0308976205851672
"41","N1 16th ST HEIGHTS",20131,"7/1/2020",622,1379,0.451051486584482,0.0308976205851672
"42","N1 16th ST HEIGHTS",20131,"7/2/2020",625,1398,0.447067238912732,0.0310466444786647
"43","N1 16th ST HEIGHTS",20131,"7/3/2020",625,1410,0.443262411347518,0.0310466444786647
"44","N1 16th ST HEIGHTS",20131,"7/4/2020",625,1420,0.440140845070423,0.0310466444786647
"45","N1 16th ST HEIGHTS",20131,"7/5/2020",626,1428,0.438375350140056,0.0310963191098306
"46","N1 16th ST HEIGHTS",20131,"7/6/2020",631,1446,0.436376210235131,0.0313446922656599
"47","N1 16th ST HEIGHTS",20131,"7/7/2020",630,1464,0.430327868852459,0.0312950176344941
"48","N1 16th ST HEIGHTS",20131,"7/8/2020",631,1476,0.427506775067751,0.0313446922656599
"49","N1 16th ST HEIGHTS",20131,"7/9/2020",632,1501,0.421052631578947,0.0313943668968258
"50","N1 16th ST HEIGHTS",20131,"7/10/2020",632,1507,0.419376244193762,0.0313943668968258
"51","N1 16th ST HEIGHTS",20131,"7/11/2020",634,1522,0.416557161629435,0.0314937161591575
"52","N1 16th ST HEIGHTS",20131,"7/12/2020",635,1534,0.413950456323338,0.0315433907903234
"53","N1 16th ST HEIGHTS",20131,"7/13/2020",638,1545,0.41294498381877,0.031692414683821
"54","N1 16th ST HEIGHTS",20131,"7/14/2020",640,1562,0.409731113956466,0.0317917639461527
"55","N1 16th ST HEIGHTS",20131,"7/15/2020",642,1569,0.409177820267686,0.0318911132084844
"56","N1 16th ST HEIGHTS",20131,"7/16/2020",643,1625,0.395692307692308,0.0319407878396503
"57","N1 16th ST HEIGHTS",20131,"7/17/2020",644,1630,0.395092024539877,0.0319904624708162
"58","N1 16th ST HEIGHTS",20131,"7/18/2020",647,1636,0.395476772616137,0.0321394863643137
"59","N1 16th ST HEIGHTS",20131,"7/19/2020",649,1647,0.39404978749241,0.0322388356266455
"60","N1 16th ST HEIGHTS",20131,"7/20/2020",649,1659,0.391199517781796,0.0322388356266455
"61","N1 16th ST HEIGHTS",20131,"7/21/2020",652,1672,0.389952153110048,0.0323878595201431
"62","N1 16th ST HEIGHTS",20131,"7/22/2020",652,1677,0.388789505068575,0.0323878595201431
"63","N1 16th ST HEIGHTS",20131,"7/23/2020",654,1681,0.389054134443783,0.0324872087824748
"64","N1 16th ST HEIGHTS",20131,"7/24/2020",656,1687,0.388855957320688,0.0325865580448065
"65","N1 16th ST HEIGHTS",20131,"7/25/2020",657,1692,0.388297872340426,0.0326362326759724
"66","N1 16th ST HEIGHTS",20131,"7/26/2020",660,1693,0.38984051978736,0.03278525656947
"67","N1 16th ST HEIGHTS",20131,"7/27/2020",662,1699,0.38964096527369,0.0328846058318017
"68","N1 16th ST HEIGHTS",20131,"7/28/2020",661,1702,0.388366627497062,0.0328349312006358
"69","N1 16th ST HEIGHTS",20131,"7/29/2020",664,1708,0.388758782201405,0.0329839550941334
"70","N1 16th ST HEIGHTS",20131,"7/30/2020",664,1768,0.375565610859729,0.0329839550941334
"71","N10 CATHEDRAL HEIGHTS",19081,"5/19/2020",62,1935,0.0320413436692506,0.00324930559195011
"72","N10 CATHEDRAL HEIGHTS",19081,"5/20/2020",62,1935,0.0320413436692506,0.00324930559195011
"73","N10 CATHEDRAL HEIGHTS",19081,"5/21/2020",63,1967,0.0320284697508897,0.00330171374665898
"74","N10 CATHEDRAL HEIGHTS",19081,"5/25/2020",63,2040,0.0308823529411765,0.00330171374665898
"75","N10 CATHEDRAL HEIGHTS",19081,"5/26/2020",63,2056,0.0306420233463035,0.00330171374665898
"76","N10 CATHEDRAL HEIGHTS",19081,"5/27/2020",63,2056,0.0306420233463035,0.00330171374665898
"77","N10 CATHEDRAL HEIGHTS",19081,"5/28/2020",63,2074,0.0303760848601736,0.00330171374665898
"78","N10 CATHEDRAL HEIGHTS",19081,"5/29/2020",64,2086,0.0306807286673058,0.00335412190136785
"79","N10 CATHEDRAL HEIGHTS",19081,"5/30/2020",64,2091,0.0306073648971784,0.00335412190136785
"80","N10 CATHEDRAL HEIGHTS",19081,"5/31/2020",65,2095,0.0310262529832936,0.00340653005607673
"81","N10 CATHEDRAL HEIGHTS",19081,"6/1/2020",65,2097,0.0309966618979495,0.00340653005607673
"82","N10 CATHEDRAL HEIGHTS",19081,"6/2/2020",68,2129,0.0319398778769375,0.00356375452020334
"83","N10 CATHEDRAL HEIGHTS",19081,"6/3/2020",68,2151,0.0316132031613203,0.00356375452020334
"84","N10 CATHEDRAL HEIGHTS",19081,"6/4/2020",68,2154,0.031569173630455,0.00356375452020334
"85","N10 CATHEDRAL HEIGHTS",19081,"6/5/2020",68,2184,0.0311355311355311,0.00356375452020334
"86","N10 CATHEDRAL HEIGHTS",19081,"6/6/2020",68,2199,0.0309231468849477,0.00356375452020334
"87","N10 CATHEDRAL HEIGHTS",19081,"6/7/2020",68,2210,0.0307692307692308,0.00356375452020334
"88","N10 CATHEDRAL HEIGHTS",19081,"6/8/2020",68,2227,0.0305343511450382,0.00356375452020334
"89","N10 CATHEDRAL HEIGHTS",19081,"6/9/2020",68,2227,0.0305343511450382,0.00356375452020334
"90","N10 CATHEDRAL HEIGHTS",19081,"6/10/2020",68,2227,0.0305343511450382,0.00356375452020334
"91","N10 CATHEDRAL HEIGHTS",19081,"6/11/2020",68,20,3.4,0.00356375452020334
"92","N10 CATHEDRAL HEIGHTS",19081,"6/12/2020",69,33,2.09090909090909,0.00361616267491222
"93","N10 CATHEDRAL HEIGHTS",19081,"6/13/2020",69,54,1.27777777777778,0.00361616267491222
"94","N10 CATHEDRAL HEIGHTS",19081,"6/14/2020",69,63,1.0952380952381,0.00361616267491222
"95","N10 CATHEDRAL HEIGHTS",19081,"6/15/2020",69,77,0.896103896103896,0.00361616267491222
"96","N10 CATHEDRAL HEIGHTS",19081,"6/16/2020",69,127,0.543307086614173,0.00361616267491222
"97","N10 CATHEDRAL HEIGHTS",19081,"6/17/2020",70,149,0.469798657718121,0.00366857082962109
"98","N10 CATHEDRAL HEIGHTS",19081,"6/18/2020",70,167,0.419161676646707,0.00366857082962109
"99","N10 CATHEDRAL HEIGHTS",19081,"6/19/2020",70,220,0.318181818181818,0.00366857082962109
"100","N10 CATHEDRAL HEIGHTS",19081,"6/20/2020",70,245,0.285714285714286,0.00366857082962109
"101","N10 CATHEDRAL HEIGHTS",19081,"6/21/2020",71,266,0.266917293233083,0.00372097898432996
"102","N10 CATHEDRAL HEIGHTS",19081,"6/22/2020",71,281,0.252669039145907,0.00372097898432996
"103","N10 CATHEDRAL HEIGHTS",19081,"6/23/2020",71,289,0.245674740484429,0.00372097898432996
"104","N10 CATHEDRAL HEIGHTS",19081,"6/24/2020",72,310,0.232258064516129,0.00377338713903883
"105","N10 CATHEDRAL HEIGHTS",19081,"6/25/2020",71,324,0.219135802469136,0.00372097898432996
"106","N10 CATHEDRAL HEIGHTS",19081,"6/26/2020",71,335,0.211940298507463,0.00372097898432996
"107","N10 CATHEDRAL HEIGHTS",19081,"6/27/2020",71,398,0.178391959798995,0.00372097898432996
"108","N10 CATHEDRAL HEIGHTS",19081,"6/28/2020",71,430,0.165116279069767,0.00372097898432996
"109","N10 CATHEDRAL HEIGHTS",19081,"6/29/2020",71,473,0.150105708245243,0.00372097898432996
"110","N10 CATHEDRAL HEIGHTS",19081,"6/30/2020",71,502,0.141434262948207,0.00372097898432996
"111","N10 CATHEDRAL HEIGHTS",19081,"7/1/2020",71,513,0.138401559454191,0.00372097898432996
"112","N10 CATHEDRAL HEIGHTS",19081,"7/2/2020",71,533,0.133208255159475,0.00372097898432996
"113","N10 CATHEDRAL HEIGHTS",19081,"7/3/2020",72,556,0.129496402877698,0.00377338713903883
"114","N10 CATHEDRAL HEIGHTS",19081,"7/4/2020",72,579,0.124352331606218,0.00377338713903883
"115","N10 CATHEDRAL HEIGHTS",19081,"7/5/2020",72,602,0.119601328903654,0.00377338713903883
"116","N10 CATHEDRAL HEIGHTS",19081,"7/6/2020",74,631,0.117274167987322,0.00387820344845658
"117","N10 CATHEDRAL HEIGHTS",19081,"7/7/2020",73,650,0.112307692307692,0.00382579529374771
"118","N10 CATHEDRAL HEIGHTS",19081,"7/8/2020",74,667,0.110944527736132,0.00387820344845658
"119","N10 CATHEDRAL HEIGHTS",19081,"7/9/2020",77,804,0.095771144278607,0.0040354279125832
"120","N10 CATHEDRAL HEIGHTS",19081,"7/10/2020",77,828,0.0929951690821256,0.0040354279125832
"121","N10 CATHEDRAL HEIGHTS",19081,"7/11/2020",78,856,0.0911214953271028,0.00408783606729207
"122","N10 CATHEDRAL HEIGHTS",19081,"7/12/2020",78,883,0.0883352208380521,0.00408783606729207
"123","N10 CATHEDRAL HEIGHTS",19081,"7/13/2020",78,928,0.084051724137931,0.00408783606729207
"124","N10 CATHEDRAL HEIGHTS",19081,"7/14/2020",78,967,0.0806618407445708,0.00408783606729207
"125","N10 CATHEDRAL HEIGHTS",19081,"7/15/2020",78,984,0.0792682926829268,0.00408783606729207
"126","N10 CATHEDRAL HEIGHTS",19081,"7/16/2020",81,1022,0.0792563600782779,0.00424506053141869
"127","N10 CATHEDRAL HEIGHTS",19081,"7/17/2020",82,1060,0.0773584905660377,0.00429746868612756
"128","N10 CATHEDRAL HEIGHTS",19081,"7/18/2020",83,1089,0.0762167125803489,0.00434987684083643
"129","N10 CATHEDRAL HEIGHTS",19081,"7/19/2020",83,1106,0.0750452079566004,0.00434987684083643
"130","N10 CATHEDRAL HEIGHTS",19081,"7/20/2020",84,1139,0.0737489025460931,0.00440228499554531
"131","N10 CATHEDRAL HEIGHTS",19081,"7/21/2020",84,1172,0.0716723549488055,0.00440228499554531
"132","N10 CATHEDRAL HEIGHTS",19081,"7/22/2020",84,1189,0.0706476030277544,0.00440228499554531
"133","N10 CATHEDRAL HEIGHTS",19081,"7/23/2020",84,1201,0.0699417152373022,0.00440228499554531
"134","N10 CATHEDRAL HEIGHTS",19081,"7/24/2020",85,1227,0.0692746536267319,0.00445469315025418
"135","N10 CATHEDRAL HEIGHTS",19081,"7/25/2020",87,1245,0.0698795180722892,0.00455950945967193
"136","N10 CATHEDRAL HEIGHTS",19081,"7/26/2020",88,1260,0.0698412698412698,0.0046119176143808
"137","N10 CATHEDRAL HEIGHTS",19081,"7/27/2020",89,1331,0.0668670172802404,0.00466432576908967
"138","N10 CATHEDRAL HEIGHTS",19081,"7/28/2020",89,1343,0.0662695457930007,0.00466432576908967
"139","N10 CATHEDRAL HEIGHTS",19081,"7/29/2020",89,1354,0.0657311669128508,0.00466432576908967
"140","N10 CATHEDRAL HEIGHTS",19081,"7/30/2020",89,1389,0.0640748740100792,0.00466432576908967
"141","N11 CHEVY CHASE",6991,"5/19/2020",41,1299,0.031562740569669,0.00586468316406809
"142","N11 CHEVY CHASE",6991,"5/20/2020",41,1299,0.031562740569669,0.00586468316406809
"143","N11 CHEVY CHASE",6991,"5/21/2020",41,1305,0.0314176245210728,0.00586468316406809
"144","N11 CHEVY CHASE",6991,"5/25/2020",42,1316,0.0319148936170213,0.00600772421685024
"145","N11 CHEVY CHASE",6991,"5/26/2020",42,1319,0.0318423047763457,0.00600772421685024
"146","N11 CHEVY CHASE",6991,"5/27/2020",42,1319,0.0318423047763457,0.00600772421685024
"147","N11 CHEVY CHASE",6991,"5/28/2020",42,1321,0.0317940953822861,0.00600772421685024
"148","N11 CHEVY CHASE",6991,"5/29/2020",43,1322,0.0325264750378215,0.00615076526963238
"149","N11 CHEVY CHASE",6991,"5/30/2020",43,1325,0.0324528301886792,0.00615076526963238
"150","N11 CHEVY CHASE",6991,"5/31/2020",43,1328,0.0323795180722892,0.00615076526963238
"151","N11 CHEVY CHASE",6991,"6/1/2020",44,1575,0.0279365079365079,0.00629380632241453
"152","N11 CHEVY CHASE",6991,"6/2/2020",46,1581,0.0290955091714105,0.00657988842797883
"153","N11 CHEVY CHASE",6991,"6/3/2020",46,1587,0.0289855072463768,0.00657988842797883
"154","N11 CHEVY CHASE",6991,"6/4/2020",46,1588,0.0289672544080605,0.00657988842797883
"155","N11 CHEVY CHASE",6991,"6/5/2020",46,1592,0.028894472361809,0.00657988842797883
"156","N11 CHEVY CHASE",6991,"6/6/2020",46,1598,0.0287859824780976,0.00657988842797883
"157","N11 CHEVY CHASE",6991,"6/7/2020",46,1601,0.0287320424734541,0.00657988842797883
"158","N11 CHEVY CHASE",6991,"6/8/2020",46,1606,0.0286425902864259,0.00657988842797883
"159","N11 CHEVY CHASE",6991,"6/9/2020",46,1606,0.0286425902864259,0.00657988842797883
"160","N11 CHEVY CHASE",6991,"6/10/2020",46,1606,0.0286425902864259,0.00657988842797883
"161","N11 CHEVY CHASE",6991,"6/11/2020",46,1713,0.0268534734384121,0.00657988842797883
"162","N11 CHEVY CHASE",6991,"6/12/2020",46,1717,0.0267909143855562,0.00657988842797883
"163","N11 CHEVY CHASE",6991,"6/13/2020",46,1723,0.0266976204294835,0.00657988842797883
"164","N11 CHEVY CHASE",6991,"6/14/2020",46,1725,0.0266666666666667,0.00657988842797883
"165","N11 CHEVY CHASE",6991,"6/15/2020",46,1728,0.0266203703703704,0.00657988842797883
"166","N11 CHEVY CHASE",6991,"6/16/2020",46,1745,0.0263610315186246,0.00657988842797883
"167","N11 CHEVY CHASE",6991,"6/17/2020",46,1754,0.0262257696693273,0.00657988842797883
"168","N11 CHEVY CHASE",6991,"6/18/2020",47,1812,0.0259381898454746,0.00672292948076098
"169","N11 CHEVY CHASE",6991,"6/19/2020",47,1829,0.0256971022416621,0.00672292948076098
"170","N11 CHEVY CHASE",6991,"6/20/2020",47,1837,0.0255851932498639,0.00672292948076098
"171","N11 CHEVY CHASE",6991,"6/21/2020",47,1851,0.0253916801728795,0.00672292948076098
"172","N11 CHEVY CHASE",6991,"6/22/2020",47,1857,0.0253096392030156,0.00672292948076098
"173","N11 CHEVY CHASE",6991,"6/23/2020",47,1865,0.025201072386059,0.00672292948076098
"174","N11 CHEVY CHASE",6991,"6/24/2020",47,1872,0.0251068376068376,0.00672292948076098
"175","N11 CHEVY CHASE",6991,"6/25/2020",47,1908,0.0246331236897275,0.00672292948076098
"176","N11 CHEVY CHASE",6991,"6/26/2020",49,1913,0.025614218504966,0.00700901158632528
"177","N11 CHEVY CHASE",6991,"6/27/2020",51,1935,0.0263565891472868,0.00729509369188957
"178","N11 CHEVY CHASE",6991,"6/28/2020",51,1962,0.0259938837920489,0.00729509369188957
"179","N11 CHEVY CHASE",6991,"6/29/2020",51,1973,0.0258489609731374,0.00729509369188957
"180","N11 CHEVY CHASE",6991,"6/30/2020",51,2003,0.0254618072890664,0.00729509369188957
"181","N11 CHEVY CHASE",6991,"7/1/2020",51,2012,0.0253479125248509,0.00729509369188957
"182","N11 CHEVY CHASE",6991,"7/2/2020",51,2022,0.0252225519287834,0.00729509369188957
"183","N11 CHEVY CHASE",6991,"7/3/2020",51,2044,0.0249510763209393,0.00729509369188957
"184","N11 CHEVY CHASE",6991,"7/4/2020",51,2059,0.024769305488101,0.00729509369188957
"185","N11 CHEVY CHASE",6991,"7/5/2020",52,2086,0.024928092042186,0.00743813474467172
"186","N11 CHEVY CHASE",6991,"7/6/2020",52,2135,0.0243559718969555,0.00743813474467172
"187","N11 CHEVY CHASE",6991,"7/7/2020",53,2228,0.0237881508078995,0.00758117579745387
"188","N11 CHEVY CHASE",6991,"7/8/2020",53,2241,0.0236501561802767,0.00758117579745387
"189","N11 CHEVY CHASE",6991,"7/9/2020",53,84,0.630952380952381,0.00758117579745387
"190","N11 CHEVY CHASE",6991,"7/10/2020",54,122,0.442622950819672,0.00772421685023602
"191","N11 CHEVY CHASE",6991,"7/11/2020",55,156,0.352564102564103,0.00786725790301817
"192","N11 CHEVY CHASE",6991,"7/12/2020",56,210,0.266666666666667,0.00801029895580031
"193","N11 CHEVY CHASE",6991,"7/13/2020",56,229,0.244541484716157,0.00801029895580031
"194","N11 CHEVY CHASE",6991,"7/14/2020",57,262,0.217557251908397,0.00815334000858246
"195","N11 CHEVY CHASE",6991,"7/15/2020",57,279,0.204301075268817,0.00815334000858246
"196","N11 CHEVY CHASE",6991,"7/16/2020",57,320,0.178125,0.00815334000858246
"197","N11 CHEVY CHASE",6991,"7/17/2020",57,364,0.156593406593407,0.00815334000858246
"198","N11 CHEVY CHASE",6991,"7/18/2020",60,429,0.13986013986014,0.00858246316692891
"199","N11 CHEVY CHASE",6991,"7/19/2020",61,490,0.124489795918367,0.00872550421971106
"200","N11 CHEVY CHASE",6991,"7/20/2020",61,538,0.113382899628253,0.00872550421971106
"201","N11 CHEVY CHASE",6991,"7/21/2020",62,560,0.110714285714286,0.00886854527249321
"202","N11 CHEVY CHASE",6991,"7/22/2020",62,573,0.108202443280977,0.00886854527249321
"203","N11 CHEVY CHASE",6991,"7/23/2020",62,584,0.106164383561644,0.00886854527249321
"204","N11 CHEVY CHASE",6991,"7/24/2020",62,609,0.101806239737274,0.00886854527249321
"205","N11 CHEVY CHASE",6991,"7/25/2020",62,661,0.0937972768532526,0.00886854527249321
"206","N11 CHEVY CHASE",6991,"7/26/2020",62,802,0.0773067331670823,0.00886854527249321
"207","N11 CHEVY CHASE",6991,"7/27/2020",62,818,0.0757946210268949,0.00886854527249321
"208","N11 CHEVY CHASE",6991,"7/28/2020",62,825,0.0751515151515151,0.00886854527249321
"209","N11 CHEVY CHASE",6991,"7/29/2020",62,852,0.0727699530516432,0.00886854527249321
"210","N11 CHEVY CHASE",6991,"7/30/2020",62,978,0.0633946830265849,0.00886854527249321
"211","N12 CHINATOWN",20482,"5/19/2020",277,152,1.82236842105263,0.0135240699150474
"212","N12 CHINATOWN",20482,"5/20/2020",281,152,1.84868421052632,0.0137193633434235
"213","N12 CHINATOWN",20482,"5/21/2020",281,200,1.405,0.0137193633434235
"214","N12 CHINATOWN",20482,"5/25/2020",290,319,0.909090909090909,0.0141587735572698
"215","N12 CHINATOWN",20482,"5/26/2020",291,328,0.88719512195122,0.0142075969143638
"216","N12 CHINATOWN",20482,"5/27/2020",291,328,0.88719512195122,0.0142075969143638
"217","N12 CHINATOWN",20482,"5/28/2020",296,352,0.840909090909091,0.014451713699834
"218","N12 CHINATOWN",20482,"5/29/2020",324,384,0.84375,0.0158187676984669
"219","N12 CHINATOWN",20482,"5/30/2020",327,411,0.795620437956204,0.015965237769749
"220","N12 CHINATOWN",20482,"5/31/2020",329,427,0.770491803278688,0.0160628844839371
"221","N12 CHINATOWN",20482,"6/1/2020",329,434,0.758064516129032,0.0160628844839371
"222","N12 CHINATOWN",20482,"6/2/2020",330,470,0.702127659574468,0.0161117078410312
"223","N12 CHINATOWN",20482,"6/3/2020",331,766,0.432114882506527,0.0161605311981252
"224","N12 CHINATOWN",20482,"6/4/2020",332,552,0.601449275362319,0.0162093545552192
"225","N12 CHINATOWN",20482,"6/5/2020",334,597,0.559463986599665,0.0163070012694073
"226","N12 CHINATOWN",20482,"6/6/2020",335,616,0.543831168831169,0.0163558246265013
"227","N12 CHINATOWN",20482,"6/7/2020",336,650,0.516923076923077,0.0164046479835954
"228","N12 CHINATOWN",20482,"6/8/2020",336,674,0.498516320474777,0.0164046479835954
"229","N12 CHINATOWN",20482,"6/9/2020",338,674,0.501483679525223,0.0165022946977834
"230","N12 CHINATOWN",20482,"6/10/2020",338,674,0.501483679525223,0.0165022946977834
"231","N12 CHINATOWN",20482,"6/11/2020",343,868,0.395161290322581,0.0167464114832536
"232","N12 CHINATOWN",20482,"6/12/2020",344,874,0.393592677345538,0.0167952348403476
"233","N12 CHINATOWN",20482,"6/13/2020",345,960,0.359375,0.0168440581974417
"234","N12 CHINATOWN",20482,"6/14/2020",347,1077,0.322191272051996,0.0169417049116297
"235","N12 CHINATOWN",20482,"6/15/2020",348,1105,0.314932126696833,0.0169905282687238
"236","N12 CHINATOWN",20482,"6/16/2020",348,1409,0.246983676366217,0.0169905282687238
"237","N12 CHINATOWN",20482,"6/17/2020",349,1494,0.233601070950469,0.0170393516258178
"238","N12 CHINATOWN",20482,"6/18/2020",351,1511,0.232296492389146,0.0171369983400059
"239","N12 CHINATOWN",20482,"6/19/2020",351,1556,0.225578406169666,0.0171369983400059
"240","N12 CHINATOWN",20482,"6/20/2020",351,1567,0.223994894703255,0.0171369983400059
"241","N12 CHINATOWN",20482,"6/21/2020",352,1646,0.213851761846902,0.0171858216970999
"242","N12 CHINATOWN",20482,"6/22/2020",353,1651,0.213809812235009,0.0172346450541939
"243","N12 CHINATOWN",20482,"6/23/2020",356,1653,0.215366001209921,0.017381115125476
"244","N12 CHINATOWN",20482,"6/24/2020",359,1698,0.211425206124853,0.0175275851967581
"245","N12 CHINATOWN",20482,"6/25/2020",360,1704,0.211267605633803,0.0175764085538522
"246","N12 CHINATOWN",20482,"6/26/2020",360,1764,0.204081632653061,0.0175764085538522
"247","N12 CHINATOWN",20482,"6/27/2020",362,1774,0.204058624577227,0.0176740552680402
"248","N12 CHINATOWN",20482,"6/28/2020",361,1777,0.203151378728194,0.0176252319109462
"249","N12 CHINATOWN",20482,"6/29/2020",364,1781,0.204379562043796,0.0177717019822283
"250","N12 CHINATOWN",20482,"6/30/2020",369,1799,0.205113952195664,0.0180158187676985
"251","N12 CHINATOWN",20482,"7/1/2020",369,1803,0.204658901830283,0.0180158187676985
"252","N12 CHINATOWN",20482,"7/2/2020",371,1804,0.205654101995565,0.0181134654818865
"253","N12 CHINATOWN",20482,"7/3/2020",371,1808,0.205199115044248,0.0181134654818865
"254","N12 CHINATOWN",20482,"7/4/2020",372,1810,0.205524861878453,0.0181622888389806
"255","N12 CHINATOWN",20482,"7/5/2020",374,1877,0.199254128929142,0.0182599355531686
"256","N12 CHINATOWN",20482,"7/6/2020",376,1882,0.199787460148778,0.0183575822673567
"257","N12 CHINATOWN",20482,"7/7/2020",379,1895,0.2,0.0185040523386388
"258","N12 CHINATOWN",20482,"7/8/2020",378,1898,0.199157007376185,0.0184552289815448
"259","N12 CHINATOWN",20482,"7/9/2020",380,1984,0.191532258064516,0.0185528756957328
"260","N12 CHINATOWN",20482,"7/10/2020",381,1990,0.191457286432161,0.0186016990528269
"261","N12 CHINATOWN",20482,"7/11/2020",384,1993,0.192674360260913,0.018748169124109
"262","N12 CHINATOWN",20482,"7/12/2020",385,1996,0.192885771543086,0.018796992481203
"263","N12 CHINATOWN",20482,"7/13/2020",387,1998,0.193693693693694,0.0188946391953911
"264","N12 CHINATOWN",20482,"7/14/2020",391,2079,0.188071188071188,0.0190899326237672
"265","N12 CHINATOWN",20482,"7/15/2020",393,2080,0.188942307692308,0.0191875793379553
"266","N12 CHINATOWN",20482,"7/16/2020",394,2081,0.189332051898126,0.0192364026950493
"267","N12 CHINATOWN",20482,"7/17/2020",402,2082,0.193083573487032,0.0196269895518016
"268","N12 CHINATOWN",20482,"7/18/2020",406,2169,0.187183033656063,0.0198222829801777
"269","N12 CHINATOWN",20482,"7/19/2020",412,2170,0.189861751152074,0.0201152231227419
"270","N12 CHINATOWN",20482,"7/20/2020",414,2171,0.190695532012897,0.02021286983693
"271","N12 CHINATOWN",20482,"7/21/2020",418,2172,0.192449355432781,0.0204081632653061
"272","N12 CHINATOWN",20482,"7/22/2020",421,696,0.604885057471264,0.0205546333365882
"273","N12 CHINATOWN",20482,"7/23/2020",423,697,0.606886657101865,0.0206522800507763
"274","N12 CHINATOWN",20482,"7/24/2020",427,698,0.611747851002865,0.0208475734791524
"275","N12 CHINATOWN",20482,"7/25/2020",432,709,0.609308885754584,0.0210916902646226
"276","N12 CHINATOWN",20482,"7/26/2020",434,710,0.611267605633803,0.0211893369788107
"277","N12 CHINATOWN",20482,"7/27/2020",439,711,0.617440225035162,0.0214334537642808
