"","Province_State","date","Confirmed","Deaths","Recovered","Active","confirmrate","deathincrease","deathrate","confirmincrease"
"1556","Wyoming","2020-04-04",187,0,0,0,2.08333333333333,0,NA,25
"1557","Wyoming","2020-04-05",197,0,0,0,0.4,0,NA,10
"1558","Wyoming","2020-04-06",210,0,0,0,1.3,0,NA,13
"1559","Wyoming","2020-04-07",216,0,0,0,0.461538461538462,0,NA,6
"1560","Wyoming","2020-04-08",221,0,0,0,0.833333333333333,0,NA,5
"1561","Wyoming","2020-04-09",230,0,0,0,1.8,0,NA,9
"1562","Wyoming","2020-04-10",239,0,0,0,1,0,NA,9
"1563","Wyoming","2020-04-11",261,0,0,0,2.44444444444444,0,NA,22
"1564","Wyoming","2020-04-12",270,0,0,270,0.409090909090909,0,NA,9
"1565","Wyoming","2020-04-13",275,1,0,274,0.555555555555556,1,NA,5
"1566","Wyoming","2020-04-14",282,1,0,281,1.4,0,0,7
"1567","Wyoming","2020-04-15",287,1,0,286,0.714285714285714,0,NA,5
"1568","Wyoming","2020-04-16",296,2,0,294,1.8,1,NA,9
